b'Fort Riley(Junction City)',b'United States',FRI,KFRI,
b'Fairmont',b'United States',FRM,KFRM,
b'Sioux Falls',b'United States',FSD,KFSD,
b'Fort Smith',b'United States',FSM,KFSM,
b'Fort Madison',b'United States',FMS,KFSW,
b'Fort Worth',b'United States',FTW,KFTW,
b'Fullerton',b'United States',FUL,KFUL,
b'Fort Wayne',b'United States',FWA,KFWA,
b'Fayetteville',b'United States',FYV,KFYV,
b'Kalispell',b'United States',FCA,KGPI,
b'Figari Sud-Corse',b'France',FSC,LFKF,
b'N\xc3\xaemes/Garons',b'France',FNI,LFTW,
b'Saint-Pierre',b'Saint Pierre and Miquelon',FSP,LFVP,
b'Foggia',b'Italy',FOG,LIBF,
b'Forl\xc3\xac',b'Italy',FRL,LIPK,
b'Firenze',b'Italy',FLR,LIRQ,
b'Santa Cruz das Flores',b'Portugal',FLW,LPFL,
b'Faro',b'Portugal',FAO,LPFR,
b'Funchal',b'Portugal',FNC,LPMA,
b'San Benito',b'Guatemala',FRS,MGTK,
b'La Fortuna/San Carlos',b'Costa Rica',FON,MRAN,
b'Brasilito',b'Costa Rica',FMG,MRFL,
b'Freeport',b'Bahamas',FPO,MYGF,
b'Funafuti',b'Tuvalu',FUN,NGFU,
b'Futuna Island',b'Wallis and Futuna',FUT,NLWF,
b'Fitiuta Village',b'American Samoa',FTI,NSFQ,
b'',b'French Polynesia',FGU,NTGB,
b'',b'French Polynesia',FAV,NTGF,
b'',b'French Polynesia',FAC,NTKF,
b'Fakahina',b'French Polynesia',FHZ,NTKH,
b'Futuna Island',b'Vanuatu',FTA,NVVF,
b'Fox',b'New Zealand',FGL,NZFH,
b'Farah',b'Afghanistan',FAH,OAFR,
b'Faizabad',b'Afghanistan',FBD,OAFZ,
b'',b'United Arab Emirates',FJR,OMFJ,
b'Fairbanks',b'United States',FAI,PAFA,
b'Fairbanks/Ft Wainwright',b'United States',FBK,PAFB,
b'Fort Richardson(Anchorage)',b'United States',FRN,PAFR,
b'Five Mile',b'United States',FMC,PAFV,
b'Fort Yukon',b'United States',FYU,PFYU,
b'Goto',b'Japan',FUJ,RJFE,
b'Fukuoka',b'Japan',FUK,RJFF,
b'',b'Japan',FKJ,RJNF,
b'Sukagawa',b'Japan',FKS,RJSF,
b'Formosa',b'Argentina',FMA,SARF,
b'El Calafate',b'Argentina',FTE,SAWC,
b'Florian\xc3\xb3polis',b'Brazil',FLN,SBFL,
b'Fernando De Noronha',b'Brazil',FEN,SBFN,
b'Fortaleza',b'Brazil',FOR,SBFZ,
b'Frutillar',b'Chile',FRT,SCEV,
b'Futaleufu',b'Chile',FFU,SCFT,
b'Filadelfia',b'Paraguay',FLM,SGFI,
b'Franca',b'Brazil',FRC,SIMK,
b'Florencia',b'Colombia',FLA,SKFL,
b'Feira De Santana',b'Brazil',FEC,SNJD,
b'Floriano',b'Brazil',FLB,SNQG,
b'Francisco Beltr\xc3\xa3o',b'Brazil',FBE,SSFB,
b'Feij\xc3\xb3',b'Brazil',FEJ,SWFJ,
b'Fort-de-France',b'Martinique',FDF,TFFF,
b'Fajardo',b'Puerto Rico',FAJ,TJFA,
b'Bishkek',b'Kyrgyzstan',FRU,UAFM,
b'Fergana',b'Uzbekistan',FEG,UTKF,
b'Sanfebagar',b'Nepal',FEB,VNSR,
b'Friday Harbor',b'United States',FBS,,W33
b'Fakfak-Papua Island',b'Indonesia',FKQ,WASF,
"b'Forbes,'",b'Australia',FRB,YFBS,
b'',b'Australia',FLY,YFIL,
b'Flinders Island',b'Australia',FLS,YFLI,
b'',b'Australia',FVL,YFLO,
b'Finke',b'Australia',FIK,YFNE,
b'',b'Australia',FOS,YFRT,
b'',b'Australia',FOT,YFST,
b'',b'Australia',FIZ,YFTZ,
b'Pyongyang',b'North Korea',FNJ,ZKPY,
b'Fuyang',b'China',FUG,ZSFY,
b'Fuzhou',b'China',FOC,ZSFZ,
"b""Fada N'gourma""",b'Burkina Faso',FNG,DFEF,
b'Fort Eustis',b'United States',FAF,KFAF,
b'Apia',b'Samoa',FGI,NSFI,
b'Atlanta',b'United States',FTY,,
b'Dayton',b'United States',FFO,,
b'Fakenham',b'United Kingdom',FKH,,
b'Falls Bay',b'United States',FLJ,,
b'Falls Creek',b'Australia',FLC,,
"b'Falmouth, MA'",b'United States',FMH,,
b'Farewell',b'United States',FWL,,
"b'Farmingdale, NY'",b'United States',FRG,,
"b'Farmington, MO'",b'United States',FAM,,
b'Farmington',b'United States',FMN,,
b'Feramin',b'Papua New Guinea',FRQ,,
"b'Fergus Falls, MN'",b'United States',FFM,,
b'Fergusons Gulf',b'Kenya',FER,,
b'Fin Creek',b'United States',FNK,,
b'Findlay',b'United States',FDY,,
b'Fire Cove',b'United States',FIC,,
"b'Flat, AK'",b'United States',FLT,,
b'Flaxman Island',b'United States',FXM,,
"b'Flippin, AR'",b'United States',FLP,,
"b'Fond Du Lac, Wi'",b'United States',FLD,,
b'Forrest River',b'Australia',FVR,,
b'Fort Bridger',b'United States',FBR,,
"b'Fort Collins/Loveland, CO'",b'United States',FNL,,
b'Fort Knox',b'United States',FTK,,
"b'Fort Leavenworth, KS'",b'United States',FLV,,
b'Fort Meade',b'United States',FME,,
b'Fort Myers',b'United States',FMY,,
b'Fort Sheridan',b'United States',FSN,,
"b'Fort Sill, OK'",b'United States',FSI,,
b'Fort Stockton',b'United States',FST,,
b'Fort Sumner',b'United States',FSU,,
b'Fort William',b'United Kingdom',FWM,,
"b'Fort Worth, TX'",b'United States',FWH,,
b'Fortuna Ledge',b'United States',FTL,,
b'Fossil Downs',b'Australia',FSL,,
b'Fox',b'United States',FOX,,
b'Foya',b'Liberia',FOY,,
b'Franklin',b'United States',FKL,,
b'Frederick',b'United States',FDK,,
b'Freeport',b'United States',FEP,,
b'Frejus',b'France',FRJ,,
b'Fresh Water Bay',b'United States',FRP,,
b'Fresno',b'United States',FCH,,
"b'Front Royal, VA'",b'United States',FRR,,
b'Fryeburg',b'United States',FRY,,
b'Fulleborn',b'Papua New Guinea',FUB,,
b'Fuma',b'Papua New Guinea',FUM,,
b'Funter Bay',b'United States',FNR,,
b'Fuyun',b'China',FYN,,
b'Kill Devil Hills',b'United States',FFA,,
b'Minneapolis',b'United States',FCM,,
b'Petersburg',b'United States',FLE,,
b'Roma',b'United States',FAL,,
b'Rome',b'Italy',FCO,LIRF,
b'Westhampton',b'United States',FOK,,
b'Yakima',b'United States',FCT,,
b'Oslo',b'Norway',FBU,ENFB,
b'Fernandina Beach',b'United States',FHB,KFHB,
b'Florence',b'United States',FMU,,
b'Oristano',b'Italy',FNU,LIER,
b'Fasa',b'Iran',FAZ,OISF,
b'Fahud',b'Oman',FAU,OOFD,
b'Makinohara / Shimada',b'Japan',FSZ,RJNS,
b'San Fernando',b'Argentina',FDO,SADF,
b'Fundaci\xc3\xb3n',b'Colombia',FDA,SKFU,
b'Fonte Boa',b'Brazil',FBA,SWOB,
b'Fray Bentos',b'Uruguay',FZB,,
b'Fuvahmulah Island',b'Maldives',FVM,VRMF,
b'Liangia',b'Solomon Islands',GEF,AGEV,
b'Gizo',b'Solomon Islands',GZO,AGGN,
b'Lumbala',b'Angola',GGC,,
b'Goronka',b'Papua New Guinea',GKA,AYGA,
b'Au',b'Papua New Guinea',GRL,AYGG,
b'Gurney',b'Papua New Guinea',GUR,AYGN,
b'Gusap',b'Papua New Guinea',GAP,AYGP,
b'Mougulu',b'Papua New Guinea',GUV,AYML,
b'Negarbo',b'Papua New Guinea',GBF,AYNE,
b'Nuuk',b'Greenland',GOH,BGGH,
b'Grundarfj\xc3\xb6r\xc3\xb0ur',b'Iceland',GUU,BIGF,
b'Gj\xc3\xb6gur',b'Iceland',GJR,BIGJ,
b'Gr\xc3\xadmsey',b'Iceland',GRY,BIGR,
b'Ge\xc3\xa7itkale',b'Cyprus',GEC,,
b'Jijel',b'Algeria',GJL,DAAV,
b'Gharda\xc3\xafa',b'Algeria',GHA,DAUG,
b'Gagnoa',"b""C\xc3\xb4te d'Ivoire""",GGN,DIGA,
b'Guiglo',"b""C\xc3\xb4te d'Ivoire""",GGO,DIGL,
b'Gafsa',b'Tunisia',GAF,DTTF,
b'Gab\xc3\xa8s',b'Tunisia',GAE,DTTG,
b'R\xc3\xbcgen',b'Germany',GTI,EDCG,
b'Westerland',b'Germany',GWT,EDXW,
b'Staverton',b'United Kingdom',GLO,EGBJ,
b'Saint Peter Port',b'Guernsey',GCI,EGJB,
b'Glasgow',b'United Kingdom',GLA,EGPF,
b'Grimsby',b'United Kingdom',GSY,EGXB,
b'Groningen',b'Netherlands',GRQ,EHGG,
b'Breda',b'Netherlands',GLZ,EHGR,
b'Galway',b'Ireland',GWY,EICM,
b'Klanten',b'Norway',GLL,ENKL,
b'Gda\xc5\x84sk',b'Poland',GDN,EPGD,
b'Gothenburg',b'Sweden',GOT,ESGG,
b'Gothenburg',b'Sweden',GSE,ESGP,
b'G\xc3\xa4llivare',b'Sweden',GEV,ESNG,
b'G\xc3\xa4vle / Sandviken',b'Sweden',GVX,ESSK,
b'Geladi',b'Ethiopia',GLC,,
b'',b'Germany',GKE,ETNG,
b'G\xc3\xbctersloh',b'Germany',GUT,ETUO,
b'Midrand',b'South Africa',GCJ,FAGC,
b'George',b'South Africa',GRJ,FAGG,
b'Giyani',b'South Africa',GIY,FAGI,
b'Belfast',b'South Africa',GSS,FASE,
b'Ghanzi',b'Botswana',GNZ,FBGZ,
b'Gaborone',b'Botswana',GBE,FBSK,
b'Gamboma',b'Congo (Brazzaville)',GMM,FCOG,
b'Melle',b'Central African Republic',GDI,FEGL,
b'Yagoua',b'Cameroon',GXX,FKKJ,
b'Garoua',b'Cameroon',GOU,FKKR,
b'Negage',b'Angola',GXG,FNNG,
b'Gweru',b'Zimbabwe',GWE,FVTL,
b'Gobabis',b'Namibia',GOG,FYGB,
b'Grootfontein',b'Namibia',GFY,FYGF,
b'Gemena',b'Congo (Kinshasa)',GMA,FZFK,
b'Goma',b'Congo (Kinshasa)',GOM,FZNA,
b'Gandajika',b'Congo (Kinshasa)',GDJ,FZWC,
b'Gamba',b'Gabon',GAX,,
b'Gabbs',b'United States',GAB,KGAB,
b'Goundam',b'Mali',GUD,GAGM,
b'',b'Mali',GAQ,GAGO,
b'Woodlark (Muyua) Island',b'Papua New Guinea',GAZ,,
"b'Alajero, La Gomera Island'",b'Spain',GMZ,GCGM,
b'Gbangbatok',b'Sierra Leone',GBK,GFGK,
b'Goodnews',b'United States',GNU,,GNU
b'Guriaso',b'Papua New Guinea',GUE,,
b'Siguiri',b'Guinea',GII,GUSI,
b'Goba',b'Ethiopia',GOB,HAGB,
b'Ghinnir',b'Ethiopia',GNN,HAGH,
b'Gambela',b'Ethiopia',GMB,HAGM,
b'Gondar',b'Ethiopia',GDQ,HAGN,
b'Gode',b'Ethiopia',GDE,HAGO,
b'Gore',b'Ethiopia',GOR,HAGR,
b'Gitega',b'Burundi',GID,HBBE,
b'Gardo',b'Somalia',GSR,HCMG,
b'Galcaio',b'Somalia',GLK,HCMR,
b'',b'Egypt',GSQ,HEOW,
b'Garissa',b'Kenya',GAS,HKGA,
b'Ghat',b'Libya',GHT,HLGT,
b'Gisenyi',b'Rwanda',GYI,HRYG,
b'Gedaref',b'Sudan',GSU,HSGF,
b'Khashm El Girba',b'Sudan',GBU,HSKG,
b'Gag Island',b'Indonesia',GAV,,
b'Gheshm',b'Iran',GSM,,
b'Gage',b'United States',GAG,KGAG,
b'Great Bend',b'United States',GBD,KGBD,
b'Garden City',b'United States',GCK,KGCK,
b'Grand Canyon',b'United States',GCN,KGCN,
b'Glendive',b'United States',GDV,KGDV,
b'Spokane',b'United States',GEG,KGEG,
b'Grand Forks',b'United States',GFK,KGFK,
b'Longview',b'United States',GGG,KGGG,
b'Glasgow',b'United States',GGW,KGGW,
b'Grand Junction',b'United States',GJT,KGJT,
b'Greenville',b'United States',GLH,KGLH,
b'Galveston',b'United States',GLS,KGLS,
b'Gainesville',b'United States',GNV,KGNV,
b'Groton (New London)',b'United States',GON,KGON,
b'Gulfport',b'United States',GPT,KGPT,
b'Green Bay',b'United States',GRB,KGRB,
b'Grand Island',b'United States',GRI,KGRI,
b'Fort Hood/Killeen',b'United States',GRK,KGRK,
b'Grand Rapids',b'United States',GRR,KGRR,
b'Greensboro',b'United States',GSO,KGSO,
b'Greenville',b'United States',GSP,KGSP,
b'Great Falls',b'United States',GTF,KGTF,
b'Columbus/W Point/Starkville',b'United States',GTR,KGTR,
b'Gallup',b'United States',GUP,KGUP,
b'Greenville',b'United States',GVT,KGVT,
b'Belton',b'United States',GVW,KGVW,
b'Gary',b'United States',GYY,KGYY,
b'Gorna Oryahovitsa',b'Bulgaria',GOZ,LBGO,
b'Girona',b'Spain',GRO,LEGE,
b'Granada',b'Spain',GRX,LEGR,
b'Grenoble/Saint-Geoirs',b'France',GNB,LFLS,
b'Avignon',b'France',GAT,LFNA,
b'Granville',b'France',GFR,LFRF,
b'Patras',b'Greece',GPA,LGRX,
b'Genova',b'Italy',GOA,LIMJ,
b'Grosetto',b'Italy',GRS,LIRS,
b'Hole\xc5\xa1ov',b'Czechia',GTW,LKHO,
b'Gush Katif',b'Palestinian Territory',GHK,LLAZ,
b'Gozo',b'Malta',GZM,LMMG,
b'Graz',b'Austria',GRZ,LOWG,
b'Santa Cruz da Graciosa',b'Portugal',GRW,LPGR,
b'Geneva',b'Switzerland',GVA,LSGG,
b'Gaziantep',b'Turkey',GZT,LTAJ,
b'Rafah',b'Palestinian Territory',GZA,LVGZ,
b'Gibraltar',b'Gibraltar',GIB,LXGB,
b'Goulimime',b'Morocco',GLN,,
b'Cockburn Town',b'Turks and Caicos Islands',GDT,MBGT,
b'Guatemala City',b'Guatemala',GUA,MGGT,
b'Guanaja',b'Honduras',GJA,MHNJ,
b'Guadalajara',b'Mexico',GDL,MMGL,
b'Guaymas',b'Mexico',GYM,MMGM,
b'Guerrero Negro',b'Mexico',GUB,MMGR,
b'Golfito',b'Costa Rica',GLF,MRGF,
b'Pococi',b'Costa Rica',GPL,MRGP,
b'Guant\xc3\xa1namo',b'Cuba',GAO,MUGT,
b'Nueva Gerona',b'Cuba',GER,MUNG,
b'Georgetown',b'Cayman Islands',GCM,MWCR,
b'Genting',b'Malaysia',GTB,,
b'Sungei Tekai',b'Malaysia',GTK,,
b'',b'Bahamas',GHC,MYBG,
b'George Town',b'Bahamas',GGT,MYEF,
b'',b'French Polynesia',GMR,NTGJ,
b'Noum\xc3\xa9a',b'New Caledonia',GEA,NWWM,
b'Claris',b'New Zealand',GBZ,NZGB,
b'',b'New Zealand',GMN,NZGM,
b'Gisborne',b'New Zealand',GIS,NZGS,
b'Glentanner Station',b'New Zealand',GTN,NZGT,
b'Jizan',b'Saudi Arabia',GIZ,OEGN,
b'Gwadar',b'Pakistan',GWD,OPGD,
b'Gilgit',b'Pakistan',GIL,OPGT,
b'Sayun',b'Yemen',GXF,OYSY,
b'Galena',b'United States',GAL,PAGA,
b'Gulkana',b'United States',GKN,PAGK,
b'Golovin',b'United States',GLV,PAGL,
b'Gambell',b'United States',GAM,PAGM,
b'Gustavus',b'United States',GST,PAGS,
b'Garaina',b'Papua New Guinea',GAR,AYGI,
b'Gasmata Island',b'Papua New Guinea',GMI,AYGT,
b'Green River',b'Papua New Guinea',GVI,AYGV,
"b'Hag\xc3\xa5t\xc3\xb1a, Guam International Airport'",b'Guam',GUM,PGUM,
b'Gujrat',b'Pakistan',GRT,,
b'Lyudao',b'Taiwan',GNI,RCGI,
b'Yamagata',b'Japan',GAJ,RJSC,
b'Seoul',b'South Korea',GMP,RKSS,
b'General Santos',b'Philippines',GES,RPMB,
b'Grozny',b'Russia',GRV,URMG,
b'Gualeguaychu',b'Argentina',GHU,SAAG,
b'General Roca',b'Argentina',GNR,SAHR,
b'Gobernador Gregores',b'Argentina',GGS,SAWR,
b'General Pico',b'Argentina',GPO,SAZG,
b'Rio De Janeiro',b'Brazil',GIG,SBGL,
b'Guajar\xc3\xa1-Mirim',b'Brazil',GJM,SBGM,
b'Goi\xc3\xa2nia',b'Brazil',GYN,SBGO,
b'S\xc3\xa3o Paulo',b'Brazil',GRU,SBGR,
b'Guarapuava',b'Brazil',GPB,SBGU,
b'Governador Valadares',b'Brazil',GVR,SBGV,
b'Guaratinguet\xc3\xa1',b'Brazil',GUJ,SBGW,
b'Santo \xc3\x82ngelo',b'Brazil',GEL,SBNM,
b'Coyhaique',b'Chile',GXQ,SCCY,
b'Baltra',b'Ecuador',GPS,SEGS,
b'Guayaquil',b'Ecuador',GYE,SEGU,
b'Girardot',b'Colombia',GIR,SKGI,
b'Guapi',b'Colombia',GPI,SKGP,
b'Guayaramer\xc3\xadn',b'Bolivia',GYA,SLGY,
b'Guarapari',b'Brazil',GUZ,SNGA,
b'Guadalupe',b'Brazil',GDP,SNGD,
b'Guanambi',b'Brazil',GNM,SNGI,
b'Guimar\xc3\xa3es',b'Brazil',GMS,SNGM,
b'Gatokae',b'Solomon Islands',GTA,,
b'',b'Venezuela',GDO,SVGD,
b'',b'Venezuela',GUI,SVGI,
b'Guanare',b'Venezuela',GUQ,SVGU,
b'Gurupi',b'Brazil',GRP,SWGI,
b'Bartica',b'Guyana',GFO,SYBT,
b'Georgetown',b'Guyana',GEO,SYCJ,
b'Grand Bourg',b'Guadeloupe',GBJ,TFFM,
b'Geita',b'Tanzania',GIT,,
b'Atyrau',b'Kazakhstan',GUW,UATG,
b'Gabala',b'Azerbaijan',GBB,UBBQ,
b'Magdagachi',b'Russia',GDG,UHBI,
b'Magadan',b'Russia',GDX,UHMM,
b'Gomel',b'Belarus',GME,UMGG,
b'Hrodna',b'Belarus',GNA,UMMG,
b'Gelendzhik',b'Russia',GDZ,URKG,
b'Nizhny Novgorod',b'Russia',GOJ,UWGG,
b'',b'India',GUX,VAGN,
b'Vasco da Gama',b'India',GOI,VAGO,
b'Ampara',b'Sri Lanka',GOY,VCCG,
b'Gorakhpur',b'India',GOP,VEGK,
b'Guwahati',b'India',GAU,VEGT,
b'',b'India',GAY,VEGY,
b'Gwalior',b'India',GWL,VIGR,
b'Gorkha',b'Nepal',GKH,VNGK,
b'Gan',b'Maldives',GAN,VRMG,
b'Gangaw',b'Burma',GAW,VYGG,
b'Gwa',b'Burma',GWA,VYGW,
b'Galela-Celebes Island',b'Indonesia',GLX,WAMA,
b'Gorontalo-Celebes Island',b'Indonesia',GTO,WAMG,
b'Gebe Island',b'Indonesia',GEB,WAMJ,
b'Long Miau',b'Malaysia',GSA,WBKN,
b'Gunung Sitoli-Nias Island',b'Indonesia',GNS,WIMB,
b'',b'Australia',GYL,YARG,
b'',b'Australia',GIC,YBOI,
b'',b'Australia',GAH,YGAY,
b'',b'Australia',GBL,YGBI,
b'',b'Australia',GUH,YGDH,
b'',b'Australia',GOO,YGDI,
b'Gordon Downs',b'Australia',GDD,YGDN,
b'',b'Australia',GGD,YGDS,
b'',b'Australia',GTS,YGDW,
b'',b'Australia',GET,YGEL,
b'',b'Australia',GFN,YGFN,
b'',b'Australia',GBV,YGIB,
b'Gladstone',b'Australia',GLT,YGLA,
b'',b'Australia',GUL,YGLB,
b'',b'Australia',GLG,YGLE,
b'',b'Australia',GEX,YGLG,
b'',b'Australia',GLI,YGLI,
b'',b'Australia',GLM,YGLO,
b'',b'Australia',GVP,YGNV,
b'',b'Australia',GPN,YGPT,
b'Groote Eylandt',b'Australia',GTE,YGTE,
b'Griffith',b'Australia',GFF,YGTH,
b'',b'Australia',GTT,YGTN,
b'',b'Australia',GEE,YGTO,
b'',b'Australia',GYP,YGYM,
b'Mount Gunson',b'Australia',GSN,YMGN,
b'Nhulunbuy',b'Australia',GOV,YPGV,
b'Golmud',b'China',GOQ,ZLGM,
b'Guangyuan',b'China',GYS,ZUGU,
b'Gaithersburg',b'United States',GAI,KGAI,
b'Galesburg',b'United States',GBG,KGBG,
"b""Governor's Harbour""",b'Bahamas',GHB,MYEM,
b'Grand Bahama',b'Bahamas',GBI,MYGM,
b'Galbraith Lake',b'United States',GBH,PAGB,
"b""Saint George's""",b'Grenada',GND,TGPY,
b'',b'Australia',GBP,YGAM,
b'Civil Aviation Flight University of China',b'China',GHN,ZUGH,
b'Baltimore',b'United States',GBO,,
b'Berlin',b'Germany',GWW,,
b'Big Bay',b'Vanuatu',GBA,,
"b'Gadsden, AL'",b'United States',GAD,,
b'Gainesville',b'United States',GVL,,
b'Gakona',b'United States',GAK,,
b'Galion',b'United States',GQQ,,
b'Gamarra',b'Colombia',GRA,,
b'Ganes Creek',b'United States',GEK,,
b'Garachin\xc3\xa9',b'Panama',GHE,,
b'Garbaharey',b'Somalia',GBM,,
b'Gardez',b'Afghanistan',GRG,,
b'Garoe',b'Somalia',GGR,,
b'Garuahi',b'Papua New Guinea',GRH,,
b'Gascoyne Junction',b'Australia',GSC,,
b'Gasuke',b'Papua New Guinea',GBC,,
b'Sevierville',b'United States',GKT,,
b'Gaylord',b'United States',GLR,,
b'Georgetown',b'United States',GED,,
b'Georgetown',b'United States',GGE,,
b'Gettysburg',b'United States',GTY,,
b'Gewoia',b'Papua New Guinea',GEW,,
b'Ghazni',b'Afghanistan',GZI,,
b'Ghent',b'Belgium',GNE,,
b'Ghimbi',b'Ethiopia',GHD,,
b'Giebelstadt',b'Germany',GHF,,
b'Villa Claret',b'Colombia',GGL,,
b'Gillette',b'United States',GCC,,
b'Gladwin',b'United States',GDW,,
"b'Glendale, WV'",b'United States',GWV,,
b'Glennallen',b'United States',GLQ,,
b'Glens Falls',b'United States',GFL,,
b'Glenwood Springs',b'United States',GWS,,
b'Gnarowein',b'Papua New Guinea',GWN,,
b'Golden Horn Lodge',b'United States',GDH,,
b'Goldsworthy',b'Australia',GLY,,
b'Gonaili',b'Papua New Guinea',GOE,,
b'Gooding',b'United States',GNG,,
b'Goodland',b'United States',GLD,,
"b'Goodyear, AZ'",b'United States',GYR,,
b'Gora',b'Papua New Guinea',GOC,,
b'Gordon',b'United States',GRN,,
b'Gosford',b'Australia',GOS,,
b'Goshen',b'United States',GSH,,
b'Gounda',b'Central African Republic',GDA,,
b'Gracias',b'Honduras',GAC,,
b'Grand Cess',b'Liberia',GRC,,
b'Grand Marais',b'United States',GRM,,
b'Grand Rapids',b'United States',GPZ,,
b'Granite Mountain',b'United States',GMT,,
b'Grants',b'United States',GNT,,
b'Gravatai',b'Brazil',GCV,,
b'Great Barrington',b'United States',GBR,,
b'Great Falls',b'United States',GFA,,
b'Great Keppel Island',b'Australia',GKL,,
b'Greeley',b'United States',GXY,,
b'Green Islands',b'Papua New Guinea',GEI,,
b'Green Turtle',b'Bahamas',GTC,,
b'Greenfield',b'United States',GFD,,
b'Greenville',b'United States',GDC,,
b'Greenville',b'United States',GMU,,
b'Greenwood',b'United States',GWO,,
b'Greenwood',b'United States',GRD,,
b'Grenfell',b'Australia',GFE,,
b'Greybull',b'United States',GEY,,
b'Guacamayas',b'Colombia',GCA,,
b'Guadalcanal',b'Solomon Islands',GSI,,
b'Gualaco',b'Honduras',GUO,,
b'Guamal',b'Colombia',GAA,,
b'Guari',b'Papua New Guinea',GUG,,
b'Guerima',b'Colombia',GMC,,
"b'Gulf Shores, AL'",b'United States',GUF,,
b'Gulgubip',b'Papua New Guinea',GLP,,
b'Gunnison',b'United States',GUC,,
b'Guthrie',b'United States',GOK,,
b'Guymon',b'United States',GUY,,
b'Kongoboumba',b'Gabon',GKO,,
b'Miele Mimbale',b'Gabon',GIM,,
b'Mildenhall',b'United Kingdom',GXH,,
b'Montgomery',b'United States',GUN,,
"b""Goulding's Lodge""",b'United States',GMV,,
"b'Peru, Indiana'",b'United States',GUS,,
b'Port Fitzroy',b'New Zealand',GBS,,
b'Rheindahlen',b'Germany',GMY,,
b'San Angelo',b'United States',GOF,,
b'San Giovanni Rotondo',b'Italy',GBN,,
b'Fort Lewis/Tacoma',b'United States',GRF,,
b'Taltheilei Narrows',b'Canada',GSL,,
b'Togiak Fish',b'United States',GFB,,
b'Winter Haven',b'United States',GIF,,
b'Ben Slimane',b'Morocco',GMD,GMMB,
b'Grumeti Game Reserve',b'Tanzania',GTZ,,
b'Kakamega',b'Kenya',GGM,HKKG,
b'Peach Springs',b'United States',GCW,,K1G4
b'Quincy',b'United States',GNF,,K2O1
b'Grants Pass',b'United States',GTP,,K3S8
b'Electric City',b'United States',GCD,,K3W7
b'Fort Worth',b'United States',GSW,KGSW,
b'Globe',b'United States',GLB,,KP13
b'Besan\xc3\xa7on/La V\xc3\xa8ze',b'France',GBQ,LFQM,
b'G\xc3\xb6k\xc3\xa7eada',b'Turkey',GKD,LTFK,
b'\xc5\x9eanl\xc4\xb1urfa',b'Turkey',GNY,LTCS,
b'Gazipa\xc5\x9fa',b'Turkey',GZP,LTFG,
b'Puerto San Jos\xc3\xa9',b'Guatemala',GSJ,MGSJ,
b'Gombe',b'Nigeria',GMO,DNGO,
b'Gachsaran',b'Iran',GCH,OIAH,
b'Gorgan',b'Iran',GBT,OING,
b'Garz\xc3\xb3n',b'Colombia',GLJ,SKGZ,
b'Baku',b'Azerbaijan',GYD,UBBB,
b'Sovetskaya Gavan',b'Russia',GVN,UHKM,
b'Kiev',b'Ukraine',GML,UKKM,
b'Sigiriya',b'Sri Lanka',GIU,VCCS,
b'Gelephu',b'Bhutan',GLU,VQGP,
b'Huvadhu Atoll',b'Maldives',GKK,VRMO,
b'Mount Gordon Mine',b'Australia',GPD,YGON,
b'Guyuan',b'China',GYU,ZLGY,
b'Honiara',b'Solomon Islands',HIR,AGGH,
b'Heathlands',b'Australia',HAT,,
b'Highbury',b'Australia',HIG,,
b'Hayman Island',b'Australia',HIS,,
b'Helenvale',b'Australia',HLV,,
b'Hoskins',b'Papua New Guinea',HKN,AYHK,
b'Mount Hagen',b'Papua New Guinea',HGU,AYMH,
b'Haskovo',b'Bulgaria',HKV,,
b'H\xc3\xb3lmav\xc3\xadk',b'Iceland',HVK,BIHK,
b'Hornafjordur',b'Iceland',HFN,BIHN,
b'Husavik',b'Iceland',HZK,BIHU,
b'Hvammstangi',b'Iceland',HVM,BIHV,
b'Hukuntsi',b'Botswana',HUK,,
b'Huizhou',b'China',HUZ,ZGHZ,
b'Hassi Messaoud',b'Algeria',HME,DAUH,
b'Korhogo',"b""C\xc3\xb4te d'Ivoire""",HGO,DIKO,
b'Heringsdorf',b'Germany',HDF,EDAH,
b'Hamburg',b'Germany',HAM,EDDH,
b'Hannover',b'Germany',HAJ,EDDV,
b'Hahn',b'Germany',HHN,EDFH,
b'Hof',b'Germany',HOQ,EDQM,
b'B\xc3\xbcsum',b'Germany',HEI,EDXB,
b'Helgoland',b'Germany',HGL,EDXH,
b'Helsinki',b'Finland',HEM,EFHF,
b'Helsinki',b'Finland',HEL,EFHK,
b'',b'Finland',HYV,EFHV,
b'Haverfordwest',b'United Kingdom',HAW,EGFE,
b'Grimsby',b'United Kingdom',HUY,EGNJ,
b'Angelsey',b'United Kingdom',HLY,EGOV,
b'High Wycombe',b'United Kingdom',HYC,EGTB,
b'Linton-On-Ouse',b'United Kingdom',HRT,EGXU,
b'Hamar',b'Norway',HMR,ENHA,
b'Karm\xc3\xb8y',b'Norway',HAU,ENHD,
b'Hammerfest',b'Norway',HFT,ENHF,
b'Hasvik',b'Norway',HAA,ENHK,
b'Honningsv\xc3\xa5g',b'Norway',HVG,ENHV,
b'\xc3\x98rsta',b'Norway',HOV,ENOV,
b'Halmstad',b'Sweden',HAD,ESMT,
b'Hudiksvall',b'Sweden',HUV,ESNH,
b'',b'Sweden',HFS,ESOH,
b'',b'Sweden',HLF,ESSF,
b'',b'Sweden',HMV,ESUT,
b'Hluhluwe',b'South Africa',HLW,FAHL,
b'Harrismith',b'South Africa',HRS,FAHR,
